requested_at,confirmed_at,finished_at,predicted_duration
2020-08-19 17:52:47.317000,2020-08-19 18:03:06.863000,2020-08-19 18:14:17.183000,522
2020-09-15 16:55:17.299000,2020-09-15 16:55:32.273000,2020-09-15 17:10:00.412000,656
2020-09-05 17:10:32.180000,2020-09-05 17:11:11.814000,2020-09-05 17:24:08.769000,436
2020-09-15 15:18:06.205000,2020-09-15 15:27:45.452000,2020-09-15 15:40:06.326000,575
2020-09-16 15:19:37.056000,2020-09-16 15:20:02.146000,2020-09-16 15:35:18.762000,599
2020-10-05 19:13:19.292000,2020-10-05 19:17:01.660000,2020-10-05 19:22:49.998000,242
2020-11-24 17:39:18.252000,2020-11-24 17:40:34.826000,2020-11-24 17:50:26.929000,356
2020-11-28 19:26:43.276000,2020-11-28 19:40:59.913000,2020-11-28 19:52:34.638000,450
2020-12-15 17:27:16.136000,2020-12-15 17:32:06.836000,2020-12-15 17:36:07.862000,132
2020-12-18 19:56:54.972000,2020-12-18 20:37:20.152000,2020-12-18 20:49:10.652000,333
2020-12-22 16:24:47.527000,2020-12-22 16:30:28.158000,2020-12-22 16:39:58.498000,394
2020-12-24 16:52:53.420000,2020-12-24 17:19:22.521000,2020-12-24 17:25:00.005000,391
2020-12-28 19:48:19.500000,2020-12-28 20:04:41.145000,2020-12-28 20:31:11.188000,716
2020-12-30 16:10:05.516000,2020-12-30 16:10:19.893000,2020-12-30 16:26:27.023000,590
2020-12-30 18:52:46.467000,2020-12-30 18:54:13.252000,2020-12-30 18:59:48.199000,214
2021-01-02 17:48:23.660000,2021-01-02 17:48:40.247000,2021-01-02 18:07:03.808000,836
2021-01-15 16:48:54.023000,2021-01-15 16:54:26.700000,2021-01-15 17:02:49.427000,390
2021-01-19 16:59:47.954000,2021-01-19 16:59:59.847000,2021-01-19 17:07:03.073000,315
2021-01-20 15:42:42.700000,2021-01-20 15:51:59.013000,2021-01-20 16:02:00.653000,495
2020-12-08 16:08:06.101000,2020-12-08 16:08:19.281000,2020-12-08 16:46:17.703000,855
2020-12-09 18:16:10.995000,2020-12-09 18:16:54.614000,2020-12-09 18:25:08.374000,475
2021-01-08 22:08:58.804000,2021-01-08 22:18:28.995000,2021-01-08 22:36:16.976000,675
2020-10-07 16:15:55.169000,2020-10-07 16:20:01.026000,2020-10-07 16:23:20.848000,78
2020-10-22 15:35:23.404000,2020-10-22 15:35:39.505000,2020-10-22 15:46:56.759000,567
2020-10-28 15:23:50.954000,2020-10-28 15:24:17.407000,2020-10-28 15:31:07.462000,343
2020-12-04 17:17:43.238000,2020-12-04 17:18:36.852000,2020-12-04 17:29:08.097000,534
2020-12-18 16:01:18.392000,2020-12-18 16:07:57.906000,2020-12-18 16:18:10.078000,306
2020-11-24 16:41:50.271000,2020-11-24 16:45:26.734000,2020-11-24 16:59:56.340000,652
2021-06-30 17:53:39.366000,2021-06-30 17:54:48.327000,2021-06-30 18:05:20.634000,400
2021-01-12 17:19:38.570000,2021-01-12 17:25:40.936000,2021-01-12 17:39:49.307000,681
2021-01-14 18:51:53.665000,2021-01-14 19:26:02.940000,2021-01-14 19:42:55.203000,817
2021-01-16 16:39:20.786000,2021-01-16 16:40:05.014000,2021-01-16 16:52:46.215000,405
2021-02-11 15:50:13.263000,2021-02-11 15:53:31.645000,2021-02-11 16:05:30.757000,634
2021-02-03 16:35:32.461000,2021-02-03 16:36:50.794000,2021-02-03 16:47:03.250000,681
2021-02-04 18:39:29.503000,2021-02-04 18:44:00.444000,2021-02-04 18:52:31.332000,350
2021-02-10 18:05:52.234000,2021-02-10 18:06:26.144000,2021-02-10 18:18:07.824000,840
2021-02-19 19:43:21.057000,2021-02-19 19:46:02.594000,2021-02-19 20:01:35.862000,1029
2021-02-24 17:22:29.249000,2021-02-24 17:22:55.689000,2021-02-24 17:36:51.672000,441
2021-02-26 19:12:48.081000,2021-02-26 19:13:16.840000,2021-02-26 19:42:00.706000,1040
2021-02-13 15:40:45.316000,2021-02-13 15:46:27.937000,2021-02-13 16:02:08.421000,816
2021-03-17 16:08:53.710000,2021-03-17 16:09:28.623000,2021-03-17 16:22:28.454000,610
2021-03-30 17:19:28.626000,2021-03-30 17:21:10.208000,2021-03-30 17:36:38.497000,819
2020-10-21 15:25:35.210000,2020-10-21 15:26:05.168000,2020-10-21 15:32:34.029000,275
2020-10-22 15:47:09.720000,2020-10-22 15:55:05.741000,2020-10-22 16:02:46.249000,354
2020-11-04 18:00:26.033000,2020-11-04 18:00:53.309000,2020-11-04 18:16:37.781000,915
2020-11-04 18:05:24.637000,2020-11-04 18:27:54.549000,2020-11-04 18:35:54.277000,311
2019-06-19 17:35:35.233000,2019-06-19 17:37:08.911000,2019-06-19 17:51:11.604000,568
2019-07-06 17:11:21.822000,2019-07-06 17:12:52.242000,2019-07-06 17:21:21.762000,522
2019-08-30 14:53:53.028000,2019-08-30 14:55:46.454000,2019-08-30 15:13:50.068000,580
2019-09-09 15:04:11.732000,2019-09-09 15:05:32.835000,2019-09-09 15:21:41.398000,296
2019-10-30 14:02:29.402000,2019-10-30 14:04:45.202000,2019-10-30 14:21:01.899000,789
2019-11-06 18:00:54.877000,2019-11-06 18:15:34.036000,2019-11-06 18:18:49.566000,264
2019-11-12 18:38:08.106000,2019-11-12 18:40:28.247000,2019-11-12 18:54:21.449000,216
2019-12-05 19:58:36.259000,2019-12-05 20:12:33.196000,2019-12-05 20:19:49.247000,185
2019-12-13 21:14:35.552000,2019-12-13 21:15:22.900000,2019-12-13 21:27:01.684000,389
2020-01-04 18:26:26.943000,2020-01-04 18:26:52.865000,2020-01-04 18:35:58.870000,304
2019-07-29 15:04:34.949000,2019-07-29 15:16:20.313000,2019-07-29 15:23:39.870000,442
2019-08-03 19:00:30.410000,2019-08-03 19:01:11.259000,2019-08-03 19:09:24.278000,347
2019-08-06 18:42:16.608000,2019-08-06 18:50:34.496000,2019-08-06 19:00:50.673000,350
2019-08-07 14:21:20.841000,2019-08-07 14:21:59.254000,2019-08-07 14:35:07.303000,476
2019-09-03 14:26:48.335000,2019-09-03 14:27:19.695000,2019-09-03 14:37:12.852000,358
2019-10-10 20:30:01.567000,2019-10-10 20:31:10.691000,2019-10-10 20:39:49.660000,269
2019-11-04 18:05:36.511000,2019-11-04 18:23:29.484000,2019-11-04 18:36:32.471000,351
2019-11-08 23:22:10.690000,2019-11-08 23:43:38.344000,2019-11-08 23:52:52.342000,404
2019-11-11 15:30:56.307000,2019-11-11 15:38:18.774000,2019-11-11 15:52:59.140000,657
2019-11-13 16:35:05.082000,2019-11-13 16:45:14.989000,2019-11-13 17:01:42.112000,673
2019-11-19 17:24:59.781000,2019-11-19 17:39:31.168000,2019-11-19 19:11:57.903000,726
2019-12-13 17:30:42.447000,2019-12-13 17:40:00.070000,2019-12-13 17:59:31.604000,910
2020-01-04 15:12:21.522000,2020-01-04 15:12:47.865000,2020-01-04 15:18:36.108000,265
2020-01-04 21:29:40.946000,2020-01-04 21:30:39.664000,2020-01-04 21:38:58.457000,285
2020-01-13 15:31:23.059000,2020-01-13 15:32:43.735000,2020-01-13 15:42:15.572000,536
2020-01-21 15:45:30.437000,2020-01-21 15:54:31.329000,2020-01-21 16:12:04.102000,414
2020-01-24 16:36:14.684000,2020-01-24 16:38:43.876000,2020-01-24 16:53:30.316000,688
2020-01-28 17:27:46.516000,2020-01-28 17:34:27.971000,2020-01-28 17:41:39.966000,271
2020-01-29 16:12:06.072000,2020-01-29 16:12:45.577000,2020-01-29 16:23:47.726000,388
2020-01-31 18:16:39.769000,2020-01-31 18:18:21.282000,2020-01-31 18:36:32.430000,861
2020-02-03 20:46:17.152000,2020-02-03 20:47:08.876000,2020-02-03 21:00:26.527000,715
2020-02-06 22:01:30.892000,2020-02-06 22:02:45.557000,2020-02-06 22:16:14.358000,637
2020-02-07 20:51:58.294000,2020-02-07 20:52:57.053000,2020-02-07 21:02:32.389000,425
2020-02-12 17:45:07.768000,2020-02-12 17:50:42.680000,2020-02-12 18:06:24.430000,432
2020-02-12 22:21:27.074000,2020-02-12 22:39:14.124000,2020-02-12 22:54:35.272000,746
2020-02-14 16:53:11.879000,2020-02-14 16:57:11.627000,2020-02-14 17:04:45.298000,241
2020-02-20 21:03:43.386000,2020-02-20 21:24:52.799000,2020-02-20 21:34:42.534000,402
2020-02-25 17:44:12.104000,2020-02-25 18:02:19.893000,2020-02-25 18:11:42.670000,307
2020-02-26 18:07:26.022000,2020-02-26 18:16:19.081000,2020-02-26 18:28:20.328000,459
2020-03-03 15:49:24.253000,2020-03-03 15:50:13.792000,2020-03-03 15:59:42.645000,231
2020-01-27 18:11:02.157000,2020-01-27 18:11:29.746000,2020-01-27 18:18:14.802000,310
2020-01-27 22:05:29.535000,2020-01-27 22:05:41.143000,2020-01-27 22:25:36.981000,654
2020-01-29 15:19:02.059000,2020-01-29 15:19:33.782000,2020-01-29 15:42:58.575000,789
2020-01-30 15:10:16.442000,2020-01-30 15:11:40.223000,2020-01-30 15:20:50.845000,275
2020-01-31 15:28:59.104000,2020-01-31 15:31:00.407000,2020-01-31 15:36:49.972000,231
2020-02-04 15:03:48.726000,2020-02-04 15:04:54.537000,2020-02-04 15:10:27.227000,231
2020-02-06 16:20:03.385000,2020-02-06 16:55:12.509000,2020-02-06 17:02:47.252000,185
2020-02-06 20:09:03.998000,2020-02-06 20:13:23.180000,2020-02-06 20:24:42.381000,589
2020-02-27 18:24:34.712000,2020-02-27 18:32:19.635000,2020-02-27 18:41:38.080000,716
2020-02-28 15:15:18.966000,2020-02-28 15:25:46.307000,2020-02-28 15:26:43.883000,801
2020-02-28 16:10:20.738000,2020-02-28 16:16:54.689000,2020-02-28 16:30:49.236000,609
2020-02-28 18:02:30.334000,2020-02-28 18:15:03.596000,2020-02-28 18:24:09.488000,430
2020-02-28 22:57:07.985000,2020-02-28 23:04:09.528000,2020-02-28 23:18:11.504000,494
2020-02-29 00:48:05.520000,2020-02-29 01:22:10.377000,2020-02-29 01:22:18.389000,352
2020-03-02 15:07:56.687000,2020-03-02 15:09:24.443000,2020-03-02 15:19:22.435000,390
2020-03-05 16:57:53.417000,2020-03-05 17:02:05.222000,2020-03-05 17:20:08.668000,434
2020-03-05 19:39:50.722000,2020-03-05 19:58:54.513000,2020-03-05 20:14:30.228000,486
2020-03-06 15:39:11.793000,2020-03-06 15:44:52.918000,2020-03-06 16:07:22.562000,420
2020-03-20 20:38:08.861000,2020-03-20 20:59:32.384000,2020-03-20 21:10:30.318000,527
2020-03-24 16:59:59.756000,2020-03-24 17:00:40.880000,2020-03-24 17:15:41.301000,891
2020-07-28 17:26:35.025000,2020-07-28 17:34:13.714000,2020-07-28 17:42:54.697000,361
2020-07-31 20:04:07.087000,2020-07-31 20:31:05.509000,2020-07-31 20:50:59.534000,508
2020-09-03 17:36:16.534000,2020-09-03 18:05:08.542000,2020-09-03 18:13:11.183000,241
2020-09-22 14:51:53.652000,2020-09-22 15:01:43.493000,2020-09-22 15:13:20.507000,541
2020-03-03 18:13:23.130000,2020-03-03 18:31:23.279000,2020-03-03 18:39:38.575000,349
2020-07-30 15:16:19.775000,2020-07-30 15:16:33.417000,2020-07-30 15:26:55.659000,496
2020-07-31 18:01:06.929000,2020-07-31 18:10:48.012000,2020-07-31 18:18:47.217000,218
2020-08-11 17:10:01.974000,2020-08-11 17:25:03.533000,2020-08-11 17:38:29.976000,590
2020-09-09 15:07:52.230000,2020-09-09 15:08:04.350000,2020-09-09 15:27:07.607000,778
2020-09-18 16:47:43.192000,2020-09-18 16:47:57.171000,2020-09-18 16:51:18.241000,133
2020-10-01 16:18:44.831000,2020-10-01 16:20:20.203000,2020-10-01 16:30:40.889000,503
2020-09-23 16:41:43.322000,2020-09-23 16:42:00.475000,2020-09-23 16:51:06.614000,314
2020-09-24 15:41:12.998000,2020-09-24 15:59:37.697000,2020-09-24 16:07:59.592000,399
2020-09-24 17:09:20.833000,2020-09-24 17:20:56.164000,2020-09-24 17:31:20.191000,471
2020-09-25 15:38:18.837000,2020-09-25 15:56:13.543000,2020-09-25 16:14:13.138000,892
2020-09-26 18:52:13.803000,2020-09-26 18:57:43.982000,2020-09-26 19:14:29.910000,444
2020-10-06 17:06:36.188000,2020-10-06 17:06:58.616000,2020-10-06 17:15:24.125000,406
2020-10-07 14:55:53.083000,2020-10-07 15:09:26.513000,2020-10-07 15:22:49.204000,757
2020-10-09 15:44:49.651000,2020-10-09 15:49:17.396000,2020-10-09 15:59:32.153000,316
2020-10-10 16:19:08.938000,2020-10-10 16:32:04.587000,2020-10-10 16:48:07.953000,1087
2020-10-15 21:34:15.422000,2020-10-15 21:40:39.815000,2020-10-15 21:48:54.378000,429
2020-11-05 19:34:39.329000,2020-11-05 19:35:36.737000,2020-11-05 19:42:33.259000,182
2020-11-14 17:03:49.650000,2020-11-14 17:08:16.932000,2020-11-14 17:15:28.442000,483
2020-11-16 18:30:14.834000,2020-11-16 19:17:25.631000,2020-11-16 19:31:52.137000,853
2020-11-20 18:30:48.008000,2020-11-20 18:37:29.710000,2020-11-20 18:43:54.600000,485
2020-11-24 15:59:08.834000,2020-11-24 16:09:02.612000,2020-11-24 16:15:10.322000,263
2020-10-13 15:53:51.754000,2020-10-13 15:54:45.082000,2020-10-13 16:06:55.722000,506
2020-10-14 17:36:32.148000,2020-10-14 17:36:45.824000,2020-10-14 17:44:14.204000,265
2020-10-17 14:49:48.450000,2020-10-17 14:55:53.538000,2020-10-17 15:09:28.787000,633
2020-10-24 16:31:54.873000,2020-10-24 16:33:43.604000,2020-10-24 16:45:56.865000,474
2020-10-24 17:24:22.456000,2020-10-24 17:25:18.894000,2020-10-24 17:38:20.122000,611
2020-10-27 16:16:36.577000,2020-10-27 16:18:32.550000,2020-10-27 16:29:07.514000,544
2020-10-29 18:30:04.768000,2020-10-29 19:03:00.636000,2020-10-29 19:14:48.427000,570
2020-11-03 16:58:44.514000,2020-11-03 16:59:56.343000,2020-11-03 17:23:21.403000,957
2020-11-13 17:14:29.930000,2020-11-13 17:48:55.095000,2020-11-13 17:53:26.631000,171
2020-11-17 20:11:00.586000,2020-11-17 20:17:29.749000,2020-11-17 20:29:59.118000,515
2020-11-19 18:31:36.962000,2020-11-19 18:34:16.804000,2020-11-19 18:47:35.892000,612
2020-11-27 16:22:20.660000,2020-11-27 16:34:19.636000,2020-11-27 16:39:57.212000,324
2020-11-28 15:54:16.479000,2020-11-28 15:58:42.805000,2020-11-28 16:06:23.607000,246
2020-12-11 16:53:42.348000,2020-12-11 16:55:20.578000,2020-12-11 17:09:38.551000,679
2020-12-14 16:40:51.110000,2020-12-14 16:51:46.030000,2020-12-14 17:07:37.659000,834
2020-12-15 17:17:12.827000,2020-12-15 17:17:47.862000,2020-12-15 17:26:01.759000,550
2020-12-16 20:25:45.561000,2020-12-16 20:37:02.120000,2020-12-16 20:47:22.117000,333
2020-12-22 20:18:46.771000,2020-12-22 20:30:48.696000,2020-12-22 20:41:59.632000,450
2020-12-23 17:23:28.943000,2020-12-23 17:26:59.925000,2020-12-23 17:37:48.346000,459
2020-12-29 19:06:22.648000,2020-12-29 19:06:29.555000,2020-12-29 19:20:28.033000,495
2020-12-31 16:58:17.099000,2020-12-31 16:58:28.534000,2020-12-31 17:08:47.222000,619
2021-01-07 17:06:59.220000,2021-01-07 17:08:04.602000,2021-01-07 17:21:37.648000,765
2021-01-12 19:34:07.904000,2021-01-12 19:43:08.279000,2021-01-12 19:54:47.740000,619
2021-01-14 16:25:55.091000,2021-01-14 16:26:18.484000,2021-01-14 16:35:18.251000,358
2021-01-14 17:54:33.033000,2021-01-14 18:19:18.146000,2021-01-14 18:37:04.111000,799
2021-01-22 18:57:05.356000,2021-01-22 19:24:27.828000,2021-01-22 19:35:47.977000,298
2021-01-25 19:25:19.463000,2021-01-25 19:34:04.422000,2021-01-25 19:35:55.051000,727
2021-01-27 17:06:00.484000,2021-01-27 17:06:59.832000,2021-01-27 17:14:04.160000,252
2021-01-29 18:38:06.861000,2021-01-29 18:53:57.094000,2021-01-29 18:56:31.561000,821
2021-02-02 18:58:34.097000,2021-02-02 18:59:09.479000,2021-02-02 19:11:45.278000,601
2021-02-04 15:33:26.317000,2021-02-04 15:34:28.908000,2021-02-04 15:44:56.064000,390
2021-02-05 15:39:45.445000,2021-02-05 16:01:47.242000,2021-02-05 16:17:31.687000,757
2021-02-11 19:03:25.214000,2021-02-11 19:18:48.021000,2021-02-11 19:33:33.510000,936
2021-01-28 17:18:40.900000,2021-01-28 17:23:03.772000,2021-01-28 17:33:00.374000,325
2021-02-05 18:24:49.909000,2021-02-05 18:52:04.575000,2021-02-05 19:03:21.124000,431
2021-02-05 21:50:18.147000,2021-02-05 22:08:55.411000,2021-02-05 22:43:54.547000,1634
2021-03-03 16:56:15.887000,2021-03-03 16:57:05.402000,2021-03-03 17:08:06.220000,609
2021-03-10 16:46:59.280000,2021-03-10 16:47:53.388000,2021-03-10 16:59:01.353000,550
2021-03-13 17:10:14.985000,2021-03-13 17:12:28.640000,2021-03-13 17:26:11.180000,558
2021-03-13 19:18:30.811000,2021-03-13 19:38:01.561000,2021-03-13 19:50:28.167000,552
2021-03-18 17:21:37.547000,2021-03-18 17:31:01.993000,2021-03-18 17:44:02.073000,493
2021-03-18 18:08:03.357000,2021-03-18 18:08:18.739000,2021-03-18 18:14:50.676000,231
2021-03-20 17:05:32.569000,2021-03-20 17:09:45.233000,2021-03-20 17:22:05.929000,622
2021-02-16 15:57:41.716000,2021-02-16 15:58:45.261000,2021-02-16 16:09:37.288000,506
2021-02-17 16:34:02.113000,2021-02-17 16:35:43.327000,2021-02-17 16:42:23.313000,333
2021-02-18 18:04:22.055000,2021-02-18 18:14:23.585000,2021-02-18 18:30:51.135000,651
2021-02-20 15:24:00.918000,2021-02-20 15:26:47.721000,2021-02-20 15:58:57.343000,802
2021-02-24 16:20:49.199000,2021-02-24 16:21:01.910000,2021-02-24 16:30:32.988000,359
2021-02-24 21:10:41.137000,2021-02-24 21:42:23.647000,2021-02-24 21:49:46.447000,336
2021-03-05 16:27:47.783000,2021-03-05 16:49:31.453000,2021-03-05 17:01:37.497000,433
2021-03-05 19:13:26.765000,2021-03-05 19:43:30.125000,2021-03-05 19:56:16.616000,768
2021-03-10 15:30:59.479000,2021-03-10 15:37:13.964000,2021-03-10 15:43:29.502000,265
2021-03-12 18:05:06.940000,2021-03-12 18:19:53.683000,2021-03-12 18:32:57.793000,661
2021-03-16 15:32:33.094000,2021-03-16 15:32:44.025000,2021-03-16 15:40:47.874000,214
2021-03-16 18:30:22.268000,2021-03-16 18:45:53.687000,2021-03-16 18:55:31.950000,376
2021-03-23 17:42:58.260000,2021-03-23 17:54:07.270000,2021-03-23 18:07:02.050000,586
2021-03-24 14:42:16.796000,2021-03-24 14:42:41.964000,2021-03-24 14:47:49.625000,216
2021-03-26 20:35:48.705000,2021-03-26 20:40:39.018000,2021-03-26 20:55:18.200000,811
2021-04-01 15:06:48.051000,2021-04-01 15:14:39.926000,2021-04-01 15:27:00.951000,399
2021-04-03 15:55:28.586000,2021-04-03 15:56:46.771000,2021-04-03 16:08:13.637000,546
2021-04-16 15:09:29.976000,2021-04-16 15:10:53.268000,2021-04-16 15:25:24.233000,455
2021-04-20 14:56:55.090000,2021-04-20 15:00:56.282000,2021-04-20 15:14:47.371000,827
2021-04-24 14:16:47.319000,2021-04-24 14:17:13.136000,2021-04-24 14:24:41.544000,393
2021-03-24 18:28:21.864000,2021-03-24 18:57:28.028000,2021-03-24 19:07:34.410000,360
2021-03-25 15:41:54.516000,2021-03-25 15:45:27.068000,2021-03-25 16:00:52.545000,797
2021-04-06 14:04:40.395000,2021-04-06 14:04:48.850000,2021-04-06 14:16:06.084000,391
2021-04-09 14:15:53.695000,2021-04-09 14:23:49.472000,2021-04-09 14:36:51.837000,474
2021-04-09 14:33:50.256000,2021-04-09 14:45:21.075000,2021-04-09 15:07:02.986000,908
2021-04-12 14:26:06.409000,2021-04-12 14:57:25.420000,2021-04-12 15:07:42.069000,346
2021-04-14 14:12:18.905000,2021-04-14 14:18:32.332000,2021-04-14 14:30:45.189000,630
2021-04-14 16:16:30.059000,2021-04-14 16:22:05.058000,2021-04-14 16:34:20.590000,543
2021-04-15 16:31:20.488000,2021-04-15 16:35:38.754000,2021-04-15 16:49:56.001000,534
2021-04-15 17:17:05.921000,2021-04-15 17:21:09.886000,2021-04-15 17:32:17.761000,414
2021-04-22 19:59:56.134000,2021-04-22 20:20:30.620000,2021-04-22 20:29:57.531000,312
2021-04-28 15:25:27.760000,2021-04-28 15:29:34.989000,2021-04-28 15:54:28.796000,908
2021-04-28 15:57:43.836000,2021-04-28 16:06:40.274000,2021-04-28 16:20:42.135000,615
2021-06-30 18:07:59.636000,2021-06-30 18:13:48.405000,2021-06-30 18:22:42.137000,229
2021-04-29 17:19:25.801000,2021-04-29 17:29:25.463000,2021-04-29 17:35:47.289000,223
2021-05-04 18:56:17.580000,2021-05-04 18:57:11.960000,2021-05-04 19:03:00.726000,116
2021-05-04 21:44:32.060000,2021-05-04 21:49:35.288000,2021-05-04 22:04:23.869000,430
2021-06-30 18:52:06.511000,2021-06-30 18:52:38.393000,2021-06-30 19:02:26.239000,388
2021-08-19 18:09:38.090000,2021-08-19 18:21:09.871000,2021-08-19 18:30:31.185000,509
2021-04-30 16:25:28.209000,2021-04-30 16:47:42.936000,2021-04-30 16:54:36.549000,218
2021-04-30 16:44:29.201000,2021-04-30 16:58:50.024000,2021-04-30 17:27:54.653000,778
2021-05-13 15:15:36.031000,2021-05-13 15:17:06.246000,2021-05-13 15:33:36.780000,717
2021-05-13 17:17:29.003000,2021-05-13 17:25:44.507000,2021-05-13 17:31:46.955000,226
2021-05-13 19:16:52.982000,2021-05-13 19:21:01.028000,2021-05-13 19:29:51.487000,363
2021-10-05 16:30:29.539000,2021-10-05 16:30:54.144000,2021-10-05 16:38:16.683000,272
2021-06-30 19:47:12.654000,2021-06-30 20:50:44.760000,2021-06-30 20:50:49.564000,747
2021-05-15 18:19:25.171000,2021-05-15 18:20:05.814000,2021-05-15 18:36:30.340000,564
2021-12-29 18:47:09.991000,2021-12-29 18:59:22.763000,2021-12-29 19:09:37.229000,405
2021-05-20 16:14:07.589000,2021-05-20 16:20:39.038000,2021-05-20 16:30:30.343000,378
2021-05-20 17:46:42.246000,2021-05-20 17:51:20.133000,2021-05-20 18:00:44.159000,318
2021-05-20 14:53:32.067000,2021-05-20 14:55:38.333000,2021-05-20 15:04:44.930000,426
2021-05-20 17:22:53.371000,2021-05-20 17:36:13.953000,2021-05-20 17:46:54.423000,462
2021-05-25 18:07:35.049000,2021-05-25 18:11:14.786000,2021-05-25 18:27:10.120000,588
2021-06-08 14:56:07.735000,2021-06-08 15:00:39.212000,2021-06-08 15:08:30.063000,358
2021-06-08 16:04:30.501000,2021-06-08 16:04:54.335000,2021-06-08 16:16:30.191000,403
2021-05-26 16:34:16.442000,2021-05-26 16:37:00.290000,2021-05-26 16:43:31.783000,260
2021-07-01 18:42:30.800000,2021-07-01 18:57:22.135000,2021-07-01 19:00:15.065000,272
2021-05-26 21:35:49.619000,2021-05-26 21:36:00.432000,2021-05-26 21:54:29.302000,890
2021-05-27 18:30:09.260000,2021-05-27 18:31:07.413000,2021-05-27 18:47:08.790000,720
2021-06-09 21:14:23.377000,2021-06-09 21:26:02.755000,2021-06-09 21:42:22.437000,724
2021-05-28 14:48:24.081000,2021-05-28 14:54:11.488000,2021-05-28 15:07:26.017000,728
2021-07-01 21:18:03.558000,2021-07-01 21:28:37.514000,2021-07-01 21:37:05.718000,448
2021-06-10 16:38:24.970000,2021-06-10 16:39:16.891000,2021-06-10 16:54:26.722000,613
2021-06-01 14:06:29.342000,2021-06-01 14:12:48.257000,2021-06-01 14:23:40.797000,591
2021-06-01 15:49:21.148000,2021-06-01 15:49:37.012000,2021-06-01 16:04:11.268000,736
2021-06-11 14:55:23.592000,2021-06-11 14:57:47.483000,2021-06-11 15:14:00.839000,978
2021-06-15 17:26:38.056000,2021-06-15 17:51:17.683000,2021-06-15 17:58:09.428000,259
2021-06-18 14:06:22.349000,2021-06-18 14:09:06.286000,2021-06-18 14:15:07.085000,277
2021-07-03 19:49:53.276000,2021-07-03 20:06:01.221000,2021-07-03 20:19:22.492000,803
2021-07-03 16:04:48.237000,2021-07-03 16:05:39.016000,2021-07-03 16:11:55.421000,212
2021-06-24 15:57:46.385000,2021-06-24 16:03:09.126000,2021-06-24 16:12:20.611000,460
2021-07-22 17:06:52.575000,2021-07-22 17:11:19.364000,2021-07-22 17:22:41.601000,716
2021-08-31 14:19:38.713000,2021-08-31 14:37:15.469000,2021-08-31 14:45:32.271000,372
2021-08-20 14:05:34.727000,2021-08-20 14:16:06.038000,2021-08-20 14:32:55.259000,834
2021-07-09 15:38:37.578000,2021-07-09 15:41:30.219000,2021-07-09 15:53:31.148000,545
2021-08-20 14:09:23.427000,2021-08-20 14:16:20.836000,2021-08-20 14:37:24.758000,947
2021-08-20 16:02:05.749000,2021-08-20 16:04:54.032000,2021-08-20 16:25:49.621000,1036
2021-08-20 16:02:25.027000,2021-08-20 16:04:58.611000,2021-08-20 16:12:48.987000,298
2021-08-20 16:26:40.165000,2021-08-20 16:41:24.083000,2021-08-20 16:50:21.100000,579
2021-07-13 16:07:57.128000,2021-07-13 16:10:16.881000,2021-07-13 16:31:25.428000,915
2021-07-13 18:18:22.869000,2021-07-13 18:19:24.012000,2021-07-13 18:25:21.330000,256
2021-07-14 20:54:38.923000,2021-07-14 21:28:09.403000,2021-07-14 21:43:12.742000,639
2021-08-31 16:23:18.728000,2021-08-31 16:27:39.703000,2021-08-31 16:36:05.077000,313
2021-07-20 18:14:38.097000,2021-07-20 18:26:06.267000,2021-07-20 18:45:15.334000,554
2021-08-31 15:38:34.747000,2021-08-31 15:45:12.322000,2021-08-31 16:08:55.697000,1054
2021-08-31 18:13:01.727000,2021-08-31 18:36:09.923000,2021-08-31 18:47:41.384000,513
2021-07-31 15:09:56.866000,2021-07-31 15:11:42.812000,2021-07-31 15:32:45.352000,859
2021-07-21 17:38:34.653000,2021-07-21 17:39:14.987000,2021-07-21 17:52:12.660000,290
2021-08-31 17:35:51.875000,2021-08-31 17:37:13.635000,2021-08-31 18:04:17.222000,1032
2021-07-22 17:20:02.585000,2021-07-22 17:46:32.692000,2021-07-22 18:13:31.502000,771
2021-07-22 16:37:16.019000,2021-07-22 16:55:43.360000,2021-07-22 17:04:22.225000,331
2021-07-22 21:22:38.037000,2021-07-22 21:23:35.886000,2021-07-22 21:33:38.442000,343
2021-07-23 15:14:58.499000,2021-07-23 15:18:00.134000,2021-07-23 15:34:51.229000,836
2021-07-23 14:46:01.575000,2021-07-23 14:55:32.518000,2021-07-23 15:06:44.183000,884
2021-07-23 16:28:38.398000,2021-07-23 16:41:09.335000,2021-07-23 16:51:55.155000,650
2021-11-12 15:46:35.541000,2021-11-12 15:47:45.412000,2021-11-12 15:59:29.681000,427
2021-07-23 20:47:49.758000,2021-07-23 20:52:52.147000,2021-07-23 21:02:32.868000,342
2021-07-23 22:05:55.265000,2021-07-23 22:26:06.118000,2021-07-23 22:31:49.424000,233
2021-07-24 17:32:38.591000,2021-07-24 17:34:08.767000,2021-07-24 17:53:36.429000,715
2021-07-24 14:58:19.858000,2021-07-24 15:04:58.384000,2021-07-24 15:13:55.675000,598
2021-07-24 17:31:46.505000,2021-07-24 17:32:32.982000,2021-07-24 17:53:42.899000,649
2021-07-24 19:05:34.780000,2021-07-24 19:40:12.576000,2021-07-24 19:48:08.793000,319
2021-08-24 15:02:08.090000,2021-08-24 15:09:41.984000,2021-08-24 15:32:14.759000,738
2021-08-24 17:50:48.780000,2021-08-24 17:54:36.003000,2021-08-24 18:05:54.182000,406
